path,n_frames,has_event_gt,wrong_raw,wrong_corr,rule_saved,gt_16dist,raw_fall_missed,raw_fall_as_fallen,raw_fallen_missed,raw_fallen_as_fall,raw_lying_event_fp,raw_other_normal_fp,corr_fall_missed,corr_fall_as_fallen,corr_fallen_missed,corr_fallen_as_fall,corr_lying_event_fp,corr_other_normal_fp
fall/fall_ch_159,80,True,6,6,0,1:22 11:58,6,0,0,0,0,0,6,0,0,0,0,0
fall/fall_to_023,80,True,6,6,0,1:43 2:37,0,4,2,0,0,0,0,4,2,0,0,0
fall/fall_to_117,80,True,6,6,0,1:15 14:65,0,1,0,0,0,5,0,1,0,0,0,5
fall/fall_to_159,80,True,6,6,0,0:37 1:27 7:16,0,1,0,0,0,5,0,1,0,0,0,5
fallen/fallen_ch_026,80,True,6,6,0,1:18 2:62,0,0,0,6,0,0,0,0,0,6,0,0
fallen/fallen_te_165,80,True,6,6,0,1:30 2:50,0,0,0,6,0,0,0,0,0,6,0,0
fallen/fallen_te_177,80,True,6,6,0,1:23 2:57,0,6,0,0,0,0,0,6,0,0,0,0
lying/lying_mi_093,80,False,80,6,74,6:80,0,0,0,0,80,0,0,0,0,0,6,0
stand_up/stand_up_ch_119,80,False,6,6,0,0:56 7:24,0,0,0,0,0,6,0,0,0,0,0,6
fall/fall_to_165,80,True,5,5,0,1:32 2:48,0,4,0,1,0,0,0,4,0,1,0,0
fallen/fallen_ch_142,80,True,5,5,0,1:36 2:44,0,0,0,5,0,0,0,0,0,5,0,0
fallen/fallen_el_081,80,True,5,5,0,1:11 2:69,0,0,0,5,0,0,0,0,0,5,0,0
fallen/fallen_te_070,80,True,5,5,0,1:34 2:46,0,4,0,1,0,0,0,4,0,1,0,0
fallen/fallen_te_184,80,True,5,5,0,1:33 4:47,5,0,0,0,0,0,5,0,0,0,0,0
sitting/sitting_te_154,80,False,10,5,5,4:80,0,0,0,0,0,10,0,0,0,0,0,5
fall/fall_mi_076,80,True,4,4,0,1:28 2:40 9:12,1,0,0,1,0,2,1,0,0,1,0,2
fallen/fallen_ch_036,80,True,4,4,0,1:9 2:71,0,0,0,4,0,0,0,0,0,4,0,0
fallen/fallen_ch_113,80,True,4,4,0,1:12 2:68,0,0,0,4,0,0,0,0,0,4,0,0
fallen/fallen_ch_116,80,False,80,4,76,6:80,0,0,0,0,80,0,0,0,0,0,4,0
fallen/fallen_te_141,80,True,4,4,0,1:17 2:63,0,0,0,4,0,0,0,0,0,4,0,0
fallen/fallen_yo_001,80,True,4,4,0,1:23 2:57,0,0,0,4,0,0,0,0,0,4,0,0
lie_down/lie_down_ch_192,80,False,4,4,0,5:62 6:18,0,0,0,0,4,0,0,0,0,0,4,0
lying/lying_el_042,80,False,80,4,76,6:80,0,0,0,0,80,0,0,0,0,0,4,0
lying/lying_te_063,80,False,80,4,76,6:80,0,0,0,0,80,0,0,0,0,0,4,0
lying/lying_te_176,80,False,42,4,38,6:80,0,0,0,0,42,0,0,0,0,0,4,0
other/other_el_148,80,False,4,4,0,9:80,0,0,0,0,0,4,0,0,0,0,0,4
stand_up/stand_up_ch_032,80,False,4,4,0,0:28 7:34 9:18,0,0,0,0,0,4,0,0,0,0,0,4
stand_up/stand_up_el_018,80,False,30,4,26,6:26 7:54,0,0,0,0,26,4,0,0,0,0,4,0
fall/fall_ch_043,80,True,3,3,0,1:34 9:46,3,0,0,0,0,0,3,0,0,0,0,0
fall/fall_el_083,80,True,3,3,0,1:80,0,3,0,0,0,0,0,3,0,0,0,0
fall/fall_el_134,80,True,3,3,0,1:27 2:53,0,0,0,3,0,0,0,0,0,3,0,0
fall/fall_mi_071,80,True,3,3,0,1:41 2:39,0,0,0,3,0,0,0,0,0,3,0,0
fall/fall_mi_109,80,True,3,3,0,1:35 2:45,0,0,0,3,0,0,0,0,0,3,0,0
fall/fall_to_094,80,True,3,3,0,1:41 2:39,0,0,0,3,0,0,0,0,0,3,0,0
fall/fall_yo_125,80,True,3,3,0,1:80,2,1,0,0,0,0,2,1,0,0,0,0
fallen/fallen_ch_118,80,True,3,3,0,1:14 2:66,0,0,0,3,0,0,0,0,0,3,0,0
fallen/fallen_ch_176,80,True,3,3,0,1:12 2:68,0,1,0,2,0,0,0,1,0,2,0,0
fallen/fallen_mi_081,80,True,3,3,0,1:7 2:73,0,0,0,3,0,0,0,0,0,3,0,0
fallen/fallen_yo_068,80,True,3,3,0,1:16 2:64,0,3,0,0,0,0,0,3,0,0,0,0
lying/lying_el_111,80,False,80,3,77,6:80,0,0,0,0,80,0,0,0,0,0,3,0
sit_down/sit_down_yo_019,80,False,3,3,0,3:24 4:56,0,0,0,0,0,3,0,0,0,0,0,3
stand_up/stand_up_ch_024,80,False,3,3,0,4:33 7:45 8:2,0,0,0,0,0,3,0,0,0,0,0,3
stand_up/stand_up_yo_102,80,False,3,3,0,7:25 8:55,0,0,0,0,0,3,0,0,0,0,0,3
fallen/fallen_ch_131,80,True,2,2,0,1:41 2:39,0,2,0,0,0,0,0,2,0,0,0,0
fallen/fallen_to_069,80,True,2,2,0,1:27 2:53,0,2,0,0,0,0,0,2,0,0,0,0
lying/lying_yo_101,80,False,80,2,78,6:80,0,0,0,0,80,0,0,0,0,0,2,0
other/other_yo_131,80,False,2,2,0,8:80,0,0,0,0,0,2,0,0,0,0,0,2
sit_down/sit_down_to_083,80,False,2,2,0,0:13 3:15 4:52,0,0,0,0,0,2,0,0,0,0,0,2
stand_up/stand_up_ch_046,80,False,2,2,0,7:49 11:31,0,0,0,0,0,2,0,0,0,0,0,2
fall/fall_ch_118,80,True,1,1,0,1:80,1,0,0,0,0,0,1,0,0,0,0,0
fallen/fallen_ch_033,80,True,1,1,0,1:21 2:59,0,0,0,1,0,0,0,0,0,1,0,0
fallen/fallen_el_003,80,True,1,1,0,1:14 2:66,0,0,0,1,0,0,0,0,0,1,0,0
fallen/fallen_el_136,80,True,1,1,0,1:16 2:64,0,0,0,1,0,0,0,0,0,1,0,0
fallen/fallen_el_185,80,True,1,1,0,1:14 2:66,0,0,0,1,0,0,0,0,0,1,0,0
fallen/fallen_mi_154,80,True,1,1,0,1:24 2:56,0,1,0,0,0,0,0,1,0,0,0,0
fallen/fallen_te_025,80,True,1,1,0,1:28 2:52,0,0,0,1,0,0,0,0,0,1,0,0
lie_down/lie_down_ch_018,80,False,1,1,0,5:18 6:62,0,0,0,0,1,0,0,0,0,0,1,0
sit_down/sit_down_to_172,80,False,1,1,0,0:13 3:18 4:49,0,0,0,0,0,1,0,0,0,0,0,1
stand_up/stand_up_mi_199,80,False,1,1,0,6:25 7:44 8:11,0,0,0,0,1,0,0,0,0,0,1,0
stand_up/stand_up_yo_042,80,False,1,1,0,0:28 7:52,0,0,0,0,0,1,0,0,0,0,0,1
fall/fall_el_032,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_mi_115,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_te_086,80,True,0,0,0,1:60 2:20,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_te_128,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_te_154,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_to_161,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_yo_138,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fall/fall_yo_170,80,True,0,0,0,1:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_ch_092,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_el_020,80,True,0,0,0,1:21 2:59,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_te_095,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_to_046,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_to_171,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_yo_037,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
fallen/fallen_yo_087,80,True,0,0,0,2:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_015,80,False,0,0,0,3:45 5:24 6:11,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_027,80,False,0,0,0,5:29 6:51,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_035,80,False,0,0,0,5:75 6:5,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_042,80,False,0,0,0,5:34 6:46,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_045,80,False,0,0,0,5:19 6:61,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_072,80,False,0,0,0,5:29 6:51,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_086,80,False,0,0,0,5:43 6:37,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_093,80,False,0,0,0,5:37 6:43,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_104,80,False,0,0,0,5:55 6:25,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_107,80,False,0,0,0,3:19 5:44 6:17,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_130,80,False,0,0,0,5:15 6:65,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_133,80,False,0,0,0,5:23 6:57,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_137,80,False,0,0,0,5:74 6:6,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_147,80,False,0,0,0,5:31 6:49,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_148,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_165,80,False,0,0,0,5:27 6:53,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_180,80,False,0,0,0,5:36 6:44,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_185,80,False,0,0,0,3:15 5:43 6:22,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_ch_195,80,False,0,0,0,3:17 5:29 6:34,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_008,80,False,0,0,0,4:14 5:66,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_022,80,False,0,0,0,5:43 6:37,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_035,80,False,0,0,0,5:56 6:24,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_048,80,False,0,0,0,5:51 6:29,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_063,80,False,0,0,0,5:57 6:23,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_065,80,False,0,0,0,5:46 6:34,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_084,80,False,0,0,0,3:28 5:22 6:30,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_098,80,False,0,0,0,5:26 6:54,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_105,80,False,0,0,0,5:50 6:30,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_106,80,False,0,0,0,4:15 5:30 6:35,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_119,80,False,0,0,0,5:71 6:9,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_125,80,False,0,0,0,5:66 6:14,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_126,80,False,0,0,0,5:28 6:52,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_150,80,False,0,0,0,5:73 6:7,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_el_181,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_004,80,False,0,0,0,5:53 6:27,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_048,80,False,0,0,0,3:14 5:17 6:49,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_052,80,False,0,0,0,5:42 6:38,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_071,80,False,0,0,0,5:20 6:60,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_082,80,False,0,0,0,5:25 6:55,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_086,80,False,0,0,0,5:42 6:38,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_101,80,False,0,0,0,3:18 5:25 6:37,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_126,80,False,0,0,0,5:15 6:65,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_128,80,False,0,0,0,3:21 5:55 6:4,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_139,80,False,0,0,0,5:50 6:30,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_140,80,False,0,0,0,5:33 6:47,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_174,80,False,0,0,0,3:19 5:42 6:19,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_178,80,False,0,0,0,5:52 6:28,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_mi_180,80,False,0,0,0,3:18 5:15 6:47,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_007,80,False,0,0,0,3:41 5:39,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_021,80,False,0,0,0,5:63 6:17,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_034,80,False,0,0,0,5:45 6:35,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_045,80,False,0,0,0,5:22 6:58,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_091,80,False,0,0,0,5:42 6:38,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_112,80,False,0,0,0,3:13 4:8 5:34 6:25,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_115,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_120,80,False,0,0,0,5:32 6:48,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_131,80,False,0,0,0,5:21 6:59,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_139,80,False,0,0,0,3:16 5:32 6:32,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_140,80,False,0,0,0,5:55 6:12 11:13,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_144,80,False,0,0,0,5:44 6:36,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_151,80,False,0,0,0,5:35 6:45,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_156,80,False,0,0,0,5:62 6:18,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_165,80,False,0,0,0,5:45 6:35,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_181,80,False,0,0,0,3:14 5:30 6:36,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_te_186,80,False,0,0,0,5:22 6:58,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_029,80,False,0,0,0,5:52 6:28,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_050,80,False,0,0,0,5:28 6:52,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_058,80,False,0,0,0,5:49 6:31,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_059,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_063,80,False,0,0,0,5:22 6:58,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_067,80,False,0,0,0,5:27 6:30 14:23,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_070,80,False,0,0,0,5:18 6:62,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_096,80,False,0,0,0,5:56 6:24,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_136,80,False,0,0,0,5:47 6:33,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_147,80,False,0,0,0,4:24 5:21 6:35,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_to_189,80,False,0,0,0,3:43 4:37,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_005,80,False,0,0,0,5:59 6:21,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_033,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_042,80,False,0,0,0,5:36 6:44,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_044,80,False,0,0,0,5:32 6:48,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_051,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_057,80,False,0,0,0,5:27 6:53,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_058,80,False,0,0,0,5:56 6:24,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_071,80,False,0,0,0,5:72 6:8,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_076,80,False,0,0,0,3:30 5:44 6:6,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_084,80,False,0,0,0,5:51 6:29,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_093,80,False,0,0,0,5:14 6:66,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_102,80,False,0,0,0,5:64 6:16,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_111,80,False,0,0,0,5:54 6:26,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_128,80,False,0,0,0,5:28 6:52,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_146,80,False,2,0,2,3:27 5:19 6:34,0,0,0,0,2,0,0,0,0,0,0,0
lie_down/lie_down_yo_167,80,False,0,0,0,5:49 6:5 7:12 11:14,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_172,80,False,0,0,0,5:22 6:58,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_183,80,False,0,0,0,5:37 6:29 7:14,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_186,80,False,0,0,0,5:18 6:62,0,0,0,0,0,0,0,0,0,0,0,0
lie_down/lie_down_yo_199,80,False,0,0,0,5:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_009,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_014,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_031,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_045,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_053,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_058,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_074,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_081,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_082,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_098,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_128,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_134,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_151,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_153,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_171,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_178,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_189,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_ch_193,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_012,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_015,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_025,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_027,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_047,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_049,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_054,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_073,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_079,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_100,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_109,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_113,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_120,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_121,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_124,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_130,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_138,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_147,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_155,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_179,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_182,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_187,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_194,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_196,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_el_198,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_003,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_011,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_012,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_023,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_034,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_041,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_051,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_052,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_062,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_066,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_067,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_074,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_083,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_089,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_103,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_115,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_119,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_120,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_136,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_137,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_mi_174,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_033,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_047,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_073,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_080,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_092,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_116,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_126,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_134,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_135,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_136,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_143,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_146,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_150,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_152,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_153,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_172,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_178,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_te_187,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_016,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_023,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_026,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_052,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_061,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_063,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_072,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
lying/lying_to_080,80,False,0,0,0,6:80,0,0,0,0,0,0,0,0,0,0,0,0
